name,city,area,class,lat_old,lng_old,lat,lng,tel,address,address2,update_time,memo
昆德診所,嘉義市,東區,西醫,23.490125,120.4664426,23.490125,120.4664426,05-2788750,嘉義市東區新店里林森東路287號,,2015/7/22 下午 11:03:13,
戴德森醫療財團法人嘉義基督教醫院,嘉義市,東區,西醫,23.4994174,120.450168,23.4994174,120.450168,05 2765041,嘉義市東區中庄里忠孝路５３９號；東區後湖里保建街100號；東區頂庄里忠孝路642號,,2016/3/4 上午 11:09:30,
天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,嘉義市,東區,西醫,23.4775774,120.4688268,23.4773947,120.4680192,05 2756000,嘉義市東區短竹里大雅路二段565號,,2015/7/22 下午 11:03:13,
建興醫院,嘉義市,東區,西醫,23.4853348,120.4760853,23.4815702,120.4541029,05 2270302,嘉義市東區中山里中山路１４８號,,2015/7/22 下午 11:03:13,
陽明醫院,嘉義市,東區,西醫,23.4798828,120.4531772,23.480131,120.4531217,05-2284567,嘉義市東區東興里吳鳳北路252號,,2015/7/22 下午 11:03:13,
臺中榮民總醫院嘉義分院附設門診部,嘉義市,東區,西醫,23.485017,120.4522146,23.4748946,120.4536059,05 2712145,嘉義市東區過溝里吳鳳北路35巷4號,,2015/7/22 下午 11:03:13,
侯耳鼻喉科診所,嘉義市,東區,西醫,23.4797987,120.451173,23.4797864,120.4512734,05 2222893,嘉義市東區中央里公明路３０１號,,2015/7/22 下午 11:03:13,
江昇洸診所,嘉義市,東區,西醫,23.4831685,120.454985,23.4832649,120.4557148,05 2258717,嘉義市東區中山里民權路２７９之１號,,2015/7/22 下午 11:03:13,
德洋診所,嘉義市,東區,西醫,23.4833614,120.4554153,23.4833614,120.4554153,05 2784903,嘉義市東區林森里民權路１９０之１號,,2015/7/22 下午 11:03:13,
潘內兒科診所,嘉義市,東區,西醫,23.4797808,120.4521669,23.4799145,120.4522391,05 2284757,嘉義市東區中央里公明路３５２號,,2015/7/22 下午 11:03:13,
陳顯章骨科診所,嘉義市,東區,西醫,23.4798106,120.4524972,23.4798028,120.4525678,05 2253669,嘉義市東區中央里公明路３４２號,,2015/7/22 下午 11:03:13,
蔡耳鼻喉科診所,嘉義市,東區,西醫,25.002556,121.497014,23.480127,120.4501312,05 2222602,嘉義市東區中央里中山路２７０號,,2015/7/22 下午 11:03:13,
劉耳鼻喉科診所,嘉義市,東區,西醫,23.4823922,120.4503727,23.4824784,120.4502039,05 2786915,嘉義市東區北門里民權路３２２之２號,,2015/7/22 下午 11:03:13,
何義明內兒科診所,嘉義市,東區,西醫,24.2393406,120.5621484,23.4776949,120.4564436,05 2226588,嘉義市東區民族里文昌街１０９號,,2015/7/22 下午 11:03:13,
柯明裕家庭醫學科診所,嘉義市,東區,西醫,23.4738411,120.4540293,23.4736707,120.454071,05 2237578,嘉義市東區興南里吳鳳南路１１號,,2015/7/22 下午 11:03:13,
黃國榮內兒科診所,嘉義市,東區,西醫,23.4797663,120.4516436,23.4797795,120.4516975,05 2224026,嘉義市東區中央里公明路２８３號,,2015/7/22 下午 11:03:13,
順安診所,嘉義市,東區,西醫,23.4800065,120.4543202,23.4800232,120.4543175,05 2276911,嘉義市東區東興里公明路１９３號,,2015/7/22 下午 11:03:13,
林信義內兒科診所,嘉義市,東區,西醫,23.4789561,120.4513074,23.4790465,120.4520944,05 2251025,嘉義市東區中央里中正路３１３號,,2015/7/22 下午 11:03:13,
明生內兒科診所,嘉義市,東區,西醫,23.456018,120.459179,23.456018,120.459179,05 2398542,嘉義市東區興仁里吳鳳南路６０５號,,2015/7/22 下午 11:03:13,
黃銘模診所,嘉義市,東區,西醫,23.4789899,120.4513044,23.4790717,120.4507833,05 2247873,嘉義市東區中央里中正路３７４號,,2015/7/22 下午 11:03:13,
陳俊雄婦產科外科診所,嘉義市,東區,西醫,23.4853348,120.4760853,23.4765694,120.4546867,05 2221506,嘉義市東區民族里民族路２４８號,,2015/7/22 下午 11:03:13,
俊清外科診所,嘉義市,東區,西醫,23.469411,120.453847,23.4694593,120.4537044,05 2258464,嘉義市東區豐年里興業東路２０７號,,2015/7/22 下午 11:03:13,
張家庭醫學科診所,嘉義市,東區,西醫,23.4837419,120.4597094,23.4838266,120.4590574,05 2783208,嘉義市東區太平里民權路９６之１號,,2015/7/22 下午 11:03:13,
懷恩診所,嘉義市,東區,西醫,23.4803205,120.4510933,23.4802594,120.4510864,05 2277711,嘉義市東區中央里興中街１３７號,,2015/7/22 下午 11:03:13,
楊振榮內兒科診所,嘉義市,東區,西醫,23.4807485,120.4542506,23.4806709,120.4543094,05 2223254,嘉義市東區東興里忠孝路１７８號,,2015/7/22 下午 11:03:13,
福音聯合診所,嘉義市,東區,西醫,23.4844995,120.4522778,23.4846942,120.4523319,05 2782036,嘉義市東區北門里吳鳳北路340號,,2015/7/22 下午 11:03:13,
鄭眼科診所,嘉義市,東區,西醫,23.4798784,120.4531406,23.4798806,120.4531589,05 2226086,嘉義市東區中央里吳鳳北路２３９號,,2015/7/22 下午 11:03:13,
文祥小兒科診所,嘉義市,東區,西醫,23.4823922,120.4503727,23.4825606,120.4513586,05 2770777,嘉義市東區北門里民權路３００之４號,,2015/7/22 下午 11:03:13,
華山診所,嘉義市,東區,西醫,23.4771906,120.4534912,23.4773769,120.4534859,05 2248777,嘉義市東區過溝里吳鳳北路１５１號,,2015/7/22 下午 11:03:13,
吳文隆耳鼻喉科診所,嘉義市,東區,西醫,23.4737597,120.4540403,23.4737597,120.4540403,05 2232257,嘉義市東區興南里吳鳳南路１５之１號,,2015/7/22 下午 11:03:13,
陳文勝診所,嘉義市,東區,西醫,23.47456,120.460443,23.47456,120.460443,05 2256789,嘉義市東區新開里垂揚路３３號,,2015/7/22 下午 11:03:13,
葉弘貴小兒科診所,嘉義市,東區,西醫,25.002334,121.497768,23.4806494,120.4512964,05 2253863,嘉義市東區中央里中山路２５３號,,2015/7/22 下午 11:03:13,
孫小兒科診所,嘉義市,東區,西醫,23.4813479,120.4528827,23.4813842,120.4528935,05 2222829,嘉義市東區中央里吳鳳北路２８９號,,2015/7/22 下午 11:03:13,
石內科診所,嘉義市,東區,西醫,23.454916,120.459614,23.454916,120.459614,05 2301883,嘉義市東區興仁里吳鳳南路６８７之２號,,2015/7/22 下午 11:03:13,
蘇婦產科診所,嘉義市,東區,西醫,23.4853348,120.4760853,23.4775259,120.4507313,05 2231886,嘉義市東區過溝里蘭井街１７３之１號,,2015/7/22 下午 11:03:13,
宋思權診所,嘉義市,東區,西醫,23.4813479,120.4528827,23.4822863,120.4526381,05 2286698,嘉義市東區中央里吳鳳北路３０９號,,2015/7/22 下午 11:03:13,
倪榮金家庭醫學科診所,嘉義市,東區,西醫,23.4853348,120.4760853,23.4880516,120.4535717,05 2765053,嘉義市東區林森里忠孝路３３４號,,2015/7/22 下午 11:03:13,
莊凱全小兒科診所,嘉義市,東區,西醫,23.484367,120.465974,23.484367,120.465974,05 2769658,嘉義市東區王田里民權路１０之1號,,2015/7/22 下午 11:03:13,
華陽診所,嘉義市,東區,西醫,23.4853348,120.4760853,23.4857751,120.4538094,05 2754038,嘉義市東區林森里忠孝路２８４之２號,,2015/7/22 下午 11:03:13,
蘇耳鼻喉科診所,嘉義市,東區,西醫,23.4742504,120.4567924,23.4742504,120.4567924,05 2237078,嘉義市東區宣信里垂楊路１７１號,,2015/7/22 下午 11:03:13,
安男診所,嘉義市,東區,西醫,23.4801227,120.4531043,23.48021,120.4531099,05 2224707,嘉義市東區中央里吳鳳北路２５１號,,2015/7/22 下午 11:03:13,
張森榮診所,嘉義市,東區,西醫,23.4763441,120.4453957,23.477375,120.4563197,05 2275086,嘉義市東區華南里延平街１０２號,,2015/7/22 下午 11:03:13,
彭診所,嘉義市,東區,西醫,22.622963,120.357706,23.4818029,120.4559937,05 2233406,嘉義市東區東興里中山路１６５號,,2015/7/22 下午 11:03:13,
活石診所,嘉義市,東區,西醫,23.4881703,120.4535738,23.4894764,120.4534893,05 2761596,嘉義市東區林森里忠孝路362之1號,,2015/7/22 下午 11:03:13,
林裕益婦產科診所,嘉義市,東區,西醫,23.4853348,120.4760853,23.4888804,120.453512,05 2778801,嘉義市東區林森里忠孝路３４０．３４２號,,2015/7/22 下午 11:03:13,
黃崇銘診所,嘉義市,東區,西醫,23.4846033,120.4607566,23.4846039,120.4606538,05 2777686,嘉義市東區太平里新生路361號,,2015/7/22 下午 11:03:13,
德珍婦產科診所,嘉義市,東區,西醫,23.483235,120.4522805,23.483235,120.4522805,05 2755339,嘉義市東區北門里吳鳳北路３３９號,,2015/7/22 下午 11:03:13,
吳長宗診所,嘉義市,東區,西醫,23.4767798,120.4555938,23.4768837,120.4555405,05 239036,嘉義市東區民族里光華路2之1號,,2015/7/22 下午 11:03:13,
郭文吉神經科診所,嘉義市,東區,西醫,23.4786367,120.4533095,23.4786387,120.4533278,05 2239365,嘉義市東區中央里吳鳳北路一九九號,,2015/7/22 下午 11:03:13,
郭健軍皮膚科診所,嘉義市,東區,西醫,25.0025,121.496373,23.4800071,120.4498564,05 2273836,嘉義市東區中央里中山路２８４號,,2015/7/22 下午 11:03:13,
何光哲小兒科診所,嘉義市,東區,西醫,23.4858752,120.4606009,23.4830405,120.4609821,05 2766878,嘉義市東區中山里新生路３０９號,,2015/7/22 下午 11:03:13,
嘉恩診所,嘉義市,東區,西醫,23.4698217,120.4596988,23.4693882,120.4548293,05 2288092,嘉義市東區興南里興業東路237號1樓、２樓,,2015/7/22 下午 11:03:13,
宏醫診所,嘉義市,東區,西醫,23.4761837,120.4528966,23.4761837,120.4528966,05-2254868,嘉義市東區過溝里民族路309.311號,,2015/7/22 下午 11:03:13,
趙祥凱皮膚科診所,嘉義市,東區,西醫,23.474159,120.455941,23.4743001,120.4559235,05 2246236,嘉義市東區興南里垂楊路209號,,2015/7/22 下午 11:03:13,
信安診所,嘉義市,東區,西醫,23.4826783,120.4518378,23.48288,120.4518454,05-2785681,嘉義市東區北門里民權路二七八號,,2015/7/22 下午 11:03:13,
黃世斌小兒科診所,嘉義市,東區,西醫,23.4904753,120.4616891,23.4904753,120.4616891,05-2710271,嘉義市東區太平里博東路47號,,2015/7/22 下午 11:03:13,
王診所,嘉義市,東區,西醫,23.480228,120.4562541,23.480228,120.4562541,05-2276563,嘉義市東區華南里公明路131號,,2015/7/22 下午 11:03:13,
長鴻診所,嘉義市,東區,西醫,23.4823922,120.4503727,23.4824784,120.4502039,05-2782113,嘉義市東區北門里民權路322號,,2015/7/22 下午 11:03:13,
吳國君診所,嘉義市,東區,西醫,23.4855295,120.4521248,23.4855329,120.4521429,05-52283298,嘉義市東區北門里吳鳳北路四三三號一樓,,2015/7/22 下午 11:03:13,
李培源聯合診所,嘉義市,東區,西醫,23.481723,120.4554745,23.4817398,120.4554721,05-2222075,嘉義市東區東興里中山路175號,,2015/7/22 下午 11:03:13,
黃傳益婦產科診所,嘉義市,東區,西醫,23.4868004,120.4551442,23.4868004,120.4551442,05-2776306,嘉義市東區林森里林森東路45號,,2015/7/22 下午 11:03:13,
欣升診所,嘉義市,東區,西醫,23.4940403,120.4567498,23.4934573,120.4569004,05-2765538,嘉義市東區頂庄里新生路651號一樓,,2015/7/22 下午 11:03:13,
許小兒科診所,嘉義市,東區,西醫,23.474116,120.4579695,23.474116,120.4579695,05-2280858,嘉義市東區新開里和平路二十二號,,2015/7/22 下午 11:03:13,
林仙明診所,嘉義市,東區,西醫,23.4774061,120.46799,23.4771918,120.4670673,05-2770233,嘉義市東區東川里大雅路二段599號,,2015/7/22 下午 11:03:13,
郭俊鋐診所,嘉義市,東區,西醫,23.4738357,120.4630438,23.4740068,120.4629445,05-2771893,嘉義市東區短竹里彌陀路二六二號,,2015/7/22 下午 11:03:13,
蔡金火診所,嘉義市,東區,西醫,23.4835172,120.452348,23.4835172,120.452348,05 2786788,嘉義市東區北門里吳鳳北路351號,,2015/7/22 下午 11:03:13,
張耿源診所,嘉義市,東區,西醫,23.4782242,120.4529912,23.4782242,120.4529912,05 2279969,嘉義市中央里光華路80號,,2015/7/22 下午 11:03:13,
慈生內科傷科中醫診所,嘉義市,西區,中醫,23.4803964,120.4242401,23.4743949,120.4468658,05-2252278,嘉義市西區新富里民生北路２０號,,2015/7/22 下午 11:03:13,
康慧中醫診所,嘉義市,西區,中醫,23.4682015,120.4426015,23.4681348,120.4416998,05-2361836,嘉義市西區自強里興業西路154號1樓,,2015/7/22 下午 11:03:13,
中和內科傷科中醫診所,嘉義市,西區,中醫,23.4750805,120.4397382,23.4751801,120.4404774,05 2273543,嘉義市西區書院里民族路806號,,2015/7/22 下午 11:03:13,
寶雅中醫診所,嘉義市,西區,中醫,23.4682129,120.442724,23.4682297,120.4427221,05-2352200,嘉義市西區自強里興業西路149號一樓,,2015/7/22 下午 11:03:13,
安和中醫診所,嘉義市,西區,中醫,23.4894096,120.4428505,23.4894695,120.4427529,05-2331959,嘉義市西區新厝里友忠路935之1號1樓,,2015/7/22 下午 11:03:13,
寶芝琳中醫診所,嘉義市,西區,中醫,23.4748869,120.4401587,23.4749608,120.4401697,05-2273205,嘉義市西區永和里永和街69-1號1樓,,2015/7/22 下午 11:03:13,
星嘉中醫診所,嘉義市,西區,中醫,23.4663816,120.4326685,23.4664726,120.4325689,05-2836969,嘉義市西區車店里上海路167號1樓,,2015/7/22 下午 11:03:13,
榮光中醫診所,嘉義市,西區,中醫,23.4815677,120.4459722,23.4815217,120.4459172,05-2163316,嘉義市西區番社里民生北路271號1、2樓,,2015/7/22 下午 11:03:13,
恕安中醫診所,嘉義市,西區,中醫,23.4738778,120.4412756,23.4738778,120.4412756,05-2221150,嘉義市西區永和里廣寧街13號1樓,,2015/7/22 下午 11:03:13,
宏信中醫診所,嘉義市,西區,中醫,23.4852081,120.4318356,23.4852066,120.4319604,05-2318467,嘉義市西區竹圍里興達路474號1樓,,2015/7/22 下午 11:03:13,
慈仁中醫診所,嘉義市,西區,中醫,23.4690574,120.443289,23.4690574,120.443289,05-2258837,嘉義市西區翠岱里志昇街71號1樓,,2015/7/22 下午 11:03:13,
銘冠中醫診所,嘉義市,西區,中醫,23.4755558,120.4445158,23.4755558,120.4445158,05-2273311,嘉義市西區西榮里民族路650號.新榮路110號,,2015/7/22 下午 11:03:13,
儒佑中醫診所,嘉義市,西區,中醫,23.4803083,120.4472557,23.4803083,120.4472557,05-2744973,嘉義市西區番社里忠義街135號,,2015/7/22 下午 11:03:13,
復安堂中醫診所,嘉義市,西區,中醫,23.4769605,120.4441616,23.4770266,120.4441182,05-2231858,嘉義市西區書院里蘭井街316號之2,,2015/7/22 下午 11:03:13,
百安堂中醫診所,嘉義市,西區,中醫,23.4891216,120.4417547,23.4891216,120.4417547,05-2321355,嘉義市西區新厝里興達路158號1樓,,2015/7/22 下午 11:03:13,
仲聖中醫診所,嘉義市,西區,中醫,23.4678804,120.4388077,23.4678804,120.4388077,05-2270513,嘉義市西區美源里興業西路85號地下一樓,,2015/7/22 下午 11:03:13,
德隆中醫診所,嘉義市,西區,中醫,23.486587,120.434672,23.486587,120.434672,05-2315556,嘉義市西區竹圍里友順街85號,,2015/7/22 下午 11:03:13,
嘉冠中醫診所,嘉義市,西區,中醫,23.4826642,120.4470385,23.4824873,120.4471065,05-2222354,嘉義市西區國華里忠義街174號,,2015/7/22 下午 11:03:13,
正慶中醫診所,嘉義市,西區,中醫,23.4727081,120.442573,23.4727081,120.442573,05-2270130,嘉義市西區培元里仁愛路372號,,2015/7/22 下午 11:03:13,
新民中醫診所,嘉義市,西區,中醫,23.4688731,120.4397665,23.4688731,120.4397665,05-2837170,嘉義市西區垂楊里新民路703號2樓,,2015/7/22 下午 11:03:13,
朝榮中醫診所,嘉義市,西區,中醫,23.4724959,120.4424338,23.4726532,120.4423741,05 2855888,嘉義市西區垂楊里仁愛路３０１號,,2015/7/22 下午 11:03:13,
建民堂中醫診所,嘉義市,西區,中醫,23.461363,120.443668,23.461363,120.443668,05 2831318,嘉義市西區光路里民生南路４３０號,,2015/7/22 下午 11:03:13,
養心齋中醫診所,嘉義市,西區,中醫,23.4836497,120.4309788,23.4834845,120.4310786,05 2341971,嘉義市西區保安里八德路56號,,2015/7/22 下午 11:03:13,
建成中醫診所,嘉義市,西區,中醫,23.4711086,120.4406598,23.4711086,120.4406598,05 2866058,嘉義市西區垂楊里建成街７３之２號,,2015/7/22 下午 11:03:13,
大成中醫診所,嘉義市,西區,中醫,23.4784026,120.4442452,23.478502,120.4442521,05 2222635,嘉義市西區書院里新榮路307號1至2樓,,2015/7/22 下午 11:03:13,
洪鳳鳴中醫診所,嘉義市,西區,中醫,23.4885514,120.4456928,23.4885514,120.4456928,05 2321091,嘉義市西區湖邊里博愛路一段207號,,2015/7/22 下午 11:03:13,
迦南中醫診所,嘉義市,西區,中醫,23.4866554,120.4300249,23.4866043,120.4297761,05 2332414,嘉義市西區保安里竹圍路１２３號,,2015/7/22 下午 11:03:13,
聖林中醫診所,嘉義市,西區,中醫,23.491459,120.4324965,23.4915366,120.432421,05 2320581,嘉義市西區保安里自由路３１２號,,2015/7/22 下午 11:03:13,
蔡國忠中醫診所,嘉義市,西區,中醫,23.4724335,120.4424398,23.4724335,120.4424398,05 2854696,嘉義市西區垂楊里仁愛路２９７號,,2015/7/22 下午 11:03:13,
張福泉中醫診所,嘉義市,西區,中醫,23.484237,120.441414,23.4843496,120.4412602,05 2320181,嘉義市西區重興里北興街１７４號,,2015/7/22 下午 11:03:13,
杏林堂中醫診所,嘉義市,西區,中醫,23.4564329,120.4437038,23.4588246,120.4434801,05 2353309,嘉義市西區湖內里民生南路５５０號,,2015/7/22 下午 11:03:13,
金德中醫診所,嘉義市,西區,中醫,23.4854386,120.4389304,23.4854973,120.4389491,05 2325118,嘉義市西區重興里北興街２８８號,,2015/7/22 下午 11:03:13,
李中醫診所,嘉義市,西區,中醫,23.466618,120.4452572,23.466618,120.4452572,05 2852059,嘉義市西區美源里杭州三街２１號,,2015/7/22 下午 11:03:13,
金陵中醫診所,嘉義市,東區,中醫,23.4835267,120.4523287,23.4835459,120.4522312,05-2759014,嘉義市東區北門里吳鳳北路353號之1一樓,,2015/7/22 下午 11:03:13,
鍾明昌中醫診所,嘉義市,東區,中醫,23.4814128,120.4600276,23.481119,120.4599971,05-2782208,嘉義市東區東興里民國路２１１號,,2015/7/22 下午 11:03:13,
林臻瑋中醫診所,嘉義市,東區,中醫,23.4835954,120.4577833,23.4835954,120.4577833,05-2779867,嘉義市東區太平里民權路120-6號1樓,,2015/7/22 下午 11:03:13,
慶瑞堂中醫診所,嘉義市,東區,中醫,23.4909956,120.4688714,23.488784,120.463715,05-2782785,嘉義市東區新店里林森東路428號1樓嘉義市林森東路428號1樓,,2015/7/22 下午 11:03:13,
慈護誠品中醫診所,嘉義市,東區,中醫,23.4777797,120.4721414,23.477636,120.4719603,05-2711277,嘉義市東區長竹里大雅路二段432號1樓,,2015/7/22 下午 11:03:13,
立仁中醫診所,嘉義市,東區,中醫,23.4623704,120.4570459,23.4623704,120.4570459,05-2232188,嘉義市東區安寮里立仁路331號1樓,,2015/7/22 下午 11:03:13,
吉祥中醫診所,嘉義市,東區,中醫,23.4695238,120.4558634,23.4695739,120.4566006,05-2230229,嘉義市東區興南里興業東路317號,,2015/7/22 下午 11:03:13,
天祥中醫診所,嘉義市,東區,中醫,23.4807672,120.4515486,23.4809788,120.4516112,05-2253607,嘉義市東區中央里中山路210號,,2015/7/22 下午 11:03:13,
建生中醫診所,嘉義市,東區,中醫,23.4790717,120.4532532,23.4790737,120.4532715,05-2225015,嘉義市東區中央里吳鳳北路二一三號一樓,,2015/7/22 下午 11:03:13,
濟世中醫診所,嘉義市,東區,中醫,23.4924976,120.4789688,23.4924976,120.4789688,05-2740868,嘉義市東區圳頭里林森東路800號、802號1樓,,2015/7/22 下午 11:03:13,
兆春中醫診所,嘉義市,東區,中醫,23.4867457,120.4572196,23.4867457,120.4572196,05 2752282,嘉義市東區太平里林森東路82號,,2015/7/22 下午 11:03:13,
和信中醫診所,嘉義市,東區,中醫,23.4941249,120.453365,23.4941249,120.453365,05-2766256,嘉義市東區仁義里嘉北街106號,,2015/7/22 下午 11:03:13,
文德中醫診所,嘉義市,東區,中醫,23.483907,120.4559292,23.4793747,120.4569201,05-2251827,嘉義市東區華南里和平路261號,,2015/7/22 下午 11:03:13,
誠泰中醫診所,嘉義市,東區,中醫,23.4832655,120.4555586,23.4832407,120.4554842,05-2713969,嘉義市東區林森里民權路188號,,2015/7/22 下午 11:03:13,
芳安中醫診所,嘉義市,東區,中醫,23.468453,120.4631297,23.468453,120.4631297,05-2289913,嘉義市東區芳草里芳安路103號,,2015/7/22 下午 11:03:13,
嘉德中醫診所,嘉義市,東區,中醫,23.4794484,120.4532386,23.4794119,120.4532252,05-2270112,嘉義市東區東興里吳鳳北路216號,,2015/7/22 下午 11:03:13,
曾志能中醫診所,嘉義市,東區,中醫,23.4847852,120.4522169,23.4847809,120.4521045,05 22755488,嘉義市東區北門里吳鳳北路４０７號,,2015/7/22 下午 11:03:13,
濟生中醫診所,嘉義市,東區,中醫,23.4691858,120.4544932,23.465239,120.4548413,05 2257713,嘉義市東區安寮里吳鳳南路１３８號,,2015/7/22 下午 11:03:13,
亦生堂中醫診所,嘉義市,東區,中醫,23.4958216,120.4552614,23.4958216,120.4552614,05 2753865,嘉義市東區頂庄里台林街１２２號,,2015/7/22 下午 11:03:13,
信生中醫診所,嘉義市,東區,中醫,23.4700944,120.454129,23.4700944,120.454129,05 2220160,嘉義市東區豐年里吳鳳南路62號1樓,,2015/7/22 下午 11:03:13,
大安中醫診所,嘉義市,東區,中醫,23.4853348,120.4760853,23.4822655,120.4599057,05 2785861,嘉義市東區東興里中山路53號,,2015/7/22 下午 11:03:13,
仰德中醫診所,嘉義市,東區,中醫,23.478361,120.462633,23.478361,120.462633,05 2753848,嘉義市東區東川里啟明路１０８號,,2015/7/22 下午 11:03:13,
南山中醫診所,嘉義市,東區,中醫,23.477783,120.4536372,23.4777176,120.4540034,05 2223658,嘉義市東區民族里光華路５６號,,2015/7/22 下午 11:03:13,
龍德中醫診所,嘉義市,東區,中醫,23.4782383,120.4533851,23.478336,120.4533785,05 2282883,嘉義市東區民族里吳鳳北路１５８號,,2015/7/22 下午 11:03:13,
日生堂中醫診所,嘉義市,東區,中醫,23.4799096,120.4535804,23.4799317,120.453627,05-2226097,嘉義市東區東興里公明路213號,,2015/7/22 下午 11:03:13,
斌德中醫診所,嘉義市,東區,中醫,23.4853348,120.4760853,23.4774701,120.4546746,05 2224123,嘉義市東區民族里忠孝路５號,,2015/7/22 下午 11:03:13,
德義堂中醫診所,嘉義市,東區,中醫,23.4853348,120.4760853,23.4763054,120.4533314,05 2224807,嘉義市東區過溝里民族路３１６號,,2015/7/22 下午 11:03:13,
亞產中醫診所,嘉義市,東區,中醫,23.4797587,120.4531947,23.4796998,120.4531845,05 2229612,嘉義市東區東興里吳鳳北路226號,,2015/7/22 下午 11:03:13,
詹輝次中醫診所,嘉義市,東區,中醫,23.4853348,120.4760853,23.4763202,120.4519604,05 2271177,嘉義市東區過溝里民族路３６２號,,2015/7/22 下午 11:03:13,
天仁堂中醫診所,嘉義市,東區,中醫,23.4547818,120.4594785,23.4564286,120.4588522,05-2301900,嘉義市東區興仁里吳鳳南路579號,,2015/7/22 下午 11:03:13,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
